"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2016年8月19日","22,937.22","23,153.74","23,153.74","22,875.56","2.16B","-0.37%"
"2016年8月18日","23,023.16","23,046.69","23,193.90","22,976.11","2.40B","0.98%"
"2016年8月17日","22,799.78","22,995.51","23,029.48","22,775.87","2.15B","-0.48%"
"2016年8月16日","22,910.84","23,008.09","23,084.52","22,841.66","2.07B","-0.09%"
"2016年8月15日","22,932.51","22,765.23","22,975.74","22,765.23","2.57B","0.73%"
"2016年8月12日","22,766.91","22,788.88","22,816.75","22,704.05","2.39B","0.83%"
"2016年8月11日","22,580.55","22,412.31","22,689.94","22,359.92","2.43B","0.39%"
"2016年8月10日","22,492.43","22,511.10","22,618.04","22,399.29","1.61B","0.12%"
"2016年8月9日","22,465.61","22,464.10","22,496.75","22,402.91","1.35B","-0.13%"
"2016年8月8日","22,494.76","22,324.18","22,503.28","22,260.07","1.45B","1.57%"
"2016年8月5日","22,146.09","21,961.05","22,193.29","21,961.05","1.20B","1.44%"
"2016年8月4日","21,832.23","21,873.36","21,922.42","21,788.31","1.05B","0.43%"
"2016年8月3日","21,739.12","21,743.32","21,822.22","21,725.38","1.74B","-1.76%"
"2016年8月1日","22,129.14","22,027.65","22,260.95","22,027.65","1.87B","1.09%"
"2016年7月29日","21,891.37","22,055.95","22,152.75","21,830.46","1.80B","-1.28%"
"2016年7月28日","22,174.34","22,134.12","22,214.72","22,053.51","1.66B","-0.20%"
"2016年7月27日","22,218.99","22,193.31","22,277.24","21,997.88","2.02B","0.40%"
"2016年7月26日","22,129.73","21,890.89","22,300.51","21,890.89","2.00B","0.62%"
"2016年7月25日","21,993.44","22,071.77","22,071.77","21,878.88","1.23B","0.13%"
"2016年7月22日","21,964.27","21,913.04","21,972.87","21,832.43","1.16B","-0.16%"
"2016年7月21日","22,000.49","21,971.97","22,118.22","21,913.16","1.62B","0.54%"
"2016年7月20日","21,882.48","21,646.39","21,895.23","21,632.51","1.46B","0.97%"
"2016年7月19日","21,673.20","21,734.34","21,767.88","21,612.60","1.30B","-0.60%"
"2016年7月18日","21,803.18","21,656.88","21,822.00","21,616.16","1.41B","0.66%"
"2016年7月15日","21,659.25","21,589.08","21,739.21","21,515.35","1.84B","0.46%"
"2016年7月14日","21,561.06","21,297.54","21,581.42","21,242.93","2.00B","1.12%"
"2016年7月13日","21,322.37","21,356.64","21,441.23","21,279.77","1.88B","0.46%"
"2016年7月12日","21,224.74","21,046.94","21,252.64","20,957.26","2.03B","1.65%"
"2016年7月11日","20,880.50","20,951.17","20,972.85","20,840.00","2.06B","1.54%"
"2016年7月8日","20,564.17","20,622.83","20,645.59","20,468.53","1.23B","-0.69%"
"2016年7月7日","20,706.92","20,606.68","20,731.12","20,576.74","1.16B","1.03%"
"2016年7月6日","20,495.29","20,475.40","20,560.06","20,304.39","1.68B","-1.23%"
"2016年7月5日","20,750.72","20,919.52","20,945.98","20,737.16","1.26B","-1.46%"
"2016年7月4日","21,059.20","20,967.47","21,166.02","20,840.64","1.90B","1.27%"
"2016年6月30日","20,794.37","20,736.85","20,828.03","20,614.65","2.10B","1.75%"
"2016年6月29日","20,436.12","20,217.07","20,456.58","20,217.07","1.61B","1.31%"
"2016年6月28日","20,172.46","19,898.75","20,196.20","19,898.75","1.98B","-0.27%"
"2016年6月27日","20,227.30","19,982.66","20,329.16","19,969.47","1.85B","-0.16%"
"2016年6月24日","20,259.13","20,483.51","21,034.18","19,662.70","4.08B","-2.92%"
"2016年6月23日","20,868.34","20,862.59","20,889.05","20,753.94","1.72B","0.35%"
"2016年6月22日","20,795.12","20,553.94","20,841.51","20,515.25","1.89B","0.61%"
"2016年6月21日","20,668.44","20,522.36","20,681.79","20,516.73","1.66B","0.77%"
"2016年6月20日","20,510.20","20,425.06","20,551.02","20,288.49","1.61B","1.69%"
"2016年6月17日","20,169.98","20,244.23","20,282.04","20,090.80","2.26B","0.66%"
"2016年6月16日","20,038.42","20,284.91","20,297.40","19,964.37","1.96B","-2.10%"
"2016年6月15日","20,467.52","20,161.01","20,553.58","20,161.01","1.78B","0.39%"
"2016年6月14日","20,387.53","20,476.75","20,537.92","20,358.94","1.55B","-0.61%"
"2016年6月13日","20,512.99","20,647.51","20,664.59","20,430.81","2.15B","-2.52%"
"2016年6月10日","21,042.64","21,240.08","21,270.62","21,017.98","1.69B","-1.20%"
"2016年6月8日","21,297.88","21,294.27","21,352.37","21,179.95","1.55B","-0.14%"
"2016年6月7日","21,328.24","21,218.96","21,351.33","21,153.68","1.88B","1.42%"
"2016年6月6日","21,030.22","20,971.13","21,039.87","20,840.95","1.48B","0.40%"
"2016年6月3日","20,947.24","20,956.08","21,049.20","20,887.79","1.93B","0.42%"
"2016年6月2日","20,859.22","20,769.81","20,878.21","20,680.65","2.05B","0.47%"
"2016年6月1日","20,760.98","20,726.53","20,898.45","20,713.29","1.47B","-0.26%"
"2016年5月31日","20,815.09","20,617.33","20,974.71","20,617.33","3.23B","0.90%"
"2016年5月30日","20,629.39","20,523.67","20,765.61","20,465.84","1.85B","0.26%"
"2016年5月27日","20,576.77","20,425.00","20,620.15","20,290.84","1.66B","0.88%"
"2016年5月26日","20,397.11","20,373.48","20,404.73","20,249.96","1.39B","0.14%"
"2016年5月25日","20,368.05","20,156.76","20,379.66","20,156.76","2.10B","2.71%"
"2016年5月24日","19,830.43","19,828.02","19,870.16","19,712.67","1.21B","0.11%"
"2016年5月23日","19,809.03","19,788.13","19,955.03","19,750.62","1.12B","-0.22%"
"2016年5月20日","19,852.20","19,631.71","19,954.33","19,631.71","1.29B","0.80%"
"2016年5月19日","19,694.33","19,729.63","19,793.46","19,646.35","1.18B","-0.67%"
"2016年5月18日","19,826.41","19,862.42","19,923.83","19,749.29","1.39B","-1.45%"
"2016年5月17日","20,118.80","19,987.24","20,145.77","19,847.70","1.62B","1.18%"
"2016年5月16日","19,883.95","19,711.77","19,998.76","19,705.91","1.53B","0.84%"
"2016年5月13日","19,719.29","19,843.49","19,881.91","19,594.61","1.81B","-0.99%"
"2016年5月12日","19,915.46","20,100.50","20,100.50","19,863.62","1.19B","-0.70%"
"2016年5月11日","20,055.29","20,347.76","20,347.76","20,008.92","1.38B","-0.93%"
"2016年5月10日","20,242.68","19,962.43","20,294.46","19,962.43","1.49B","0.43%"
"2016年5月9日","20,156.81","20,279.90","20,303.19","20,125.78","1.36B","0.23%"
"2016年5月6日","20,109.87","20,357.45","20,377.94","20,058.77","1.78B","-1.66%"
"2016年5月5日","20,449.82","20,363.86","20,534.76","20,342.75","1.40B","-0.37%"
"2016年5月4日","20,525.83","20,556.50","20,580.38","20,411.41","1.60B","-0.73%"
"2016年5月3日","20,676.94","21,061.77","21,061.77","20,668.37","1.76B","-1.85%"
"2016年4月29日","21,067.05","21,215.20","21,235.39","21,023.77","1.65B","-1.50%"
"2016年4月28日","21,388.03","21,488.96","21,654.07","21,255.42","1.74B","0.12%"
"2016年4月27日","21,361.60","21,372.33","21,442.51","21,277.04","1.29B","-0.21%"
"2016年4月26日","21,407.27","21,380.02","21,419.92","21,080.88","1.39B","0.48%"
"2016年4月25日","21,304.44","21,408.56","21,430.57","21,254.46","1.24B","-0.76%"
"2016年4月22日","21,467.04","21,448.15","21,495.79","21,358.53","1.32B","-0.72%"
"2016年4月21日","21,622.25","21,406.40","21,634.74","21,331.59","1.76B","1.82%"
"2016年4月20日","21,236.31","21,452.82","21,452.82","21,103.34","1.77B","-0.93%"
"2016年4月19日","21,436.21","21,438.13","21,459.04","21,259.17","1.51B","1.30%"
"2016年4月18日","21,161.50","21,129.68","21,172.00","21,002.77","1.47B","-0.73%"
"2016年4月15日","21,316.47","21,374.65","21,423.06","21,234.12","1.46B","-0.10%"
"2016年4月14日","21,337.81","21,456.61","21,511.08","21,266.21","2.12B","0.85%"
"2016年4月13日","21,158.71","20,739.34","21,171.29","20,716.91","2.58B","3.19%"
"2016年4月12日","20,504.44","20,440.72","20,546.43","20,407.82","1.03B","0.31%"
"2016年4月11日","20,440.81","20,255.84","20,550.95","20,240.69","1.27B","0.35%"
"2016年4月8日","20,370.40","20,061.60","20,370.44","20,045.47","1.48B","0.51%"
"2016年4月7日","20,266.05","20,297.82","20,370.52","20,165.76","1.54B","0.29%"
"2016年4月6日","20,206.67","20,100.00","20,249.84","20,100.00","1.38B","0.15%"
"2016年4月5日","20,177.00","20,311.86","20,311.86","20,116.87","1.93B","-1.57%"
"2016年4月1日","20,498.92","20,786.18","20,786.18","20,455.41","1.68B","-1.34%"
"2016年3月31日","20,776.70","20,811.46","20,872.55","20,689.22","1.84B","-0.13%"
"2016年3月30日","20,803.39","20,545.44","20,820.73","20,541.07","2.12B","2.15%"
"2016年3月29日","20,366.30","20,386.32","20,386.32","20,250.15","1.34B","0.10%"
"2016年3月24日","20,345.61","20,450.69","20,499.40","20,268.53","1.51B","-1.31%"
"2016年3月23日","20,615.23","20,629.40","20,693.48","20,513.61","1.22B","-0.25%"
"2016年3月22日","20,666.75","20,765.07","20,765.07","20,576.80","1.34B","-0.08%"
"2016年3月21日","20,684.15","20,738.25","20,772.46","20,618.56","1.57B","0.06%"
"2016年3月18日","20,671.63","20,599.19","20,687.97","20,514.97","2.16B","0.82%"
"2016年3月17日","20,503.81","20,580.06","20,619.34","20,435.65","1.75B","1.21%"
"2016年3月16日","20,257.70","20,339.90","20,383.20","20,168.74","1.25B","-0.15%"
"2016年3月15日","20,288.77","20,298.15","20,366.56","20,254.59","1.23B","-0.72%"
"2016年3月14日","20,435.34","20,371.59","20,512.03","20,328.88","1.78B","1.17%"
"2016年3月11日","20,199.60","19,900.67","20,238.72","19,853.63","2.03B","1.08%"
"2016年3月10日","19,984.42","20,055.42","20,184.23","19,923.54","1.43B","-0.06%"
"2016年3月9日","19,996.26","19,898.74","20,005.41","19,818.42","1.24B","-0.08%"
"2016年3月8日","20,011.58","20,132.10","20,137.73","19,902.75","1.49B","-0.73%"
"2016年3月7日","20,159.72","20,306.09","20,331.69","20,095.63","1.99B","-0.08%"
"2016年3月4日","20,176.70","20,052.10","20,200.38","19,977.43","1.97B","1.18%"
"2016年3月3日","19,941.76","20,082.01","20,082.01","19,791.60","1.82B","-0.31%"
"2016年3月2日","20,003.49","19,788.17","20,058.12","19,783.92","2.53B","3.07%"
"2016年3月1日","19,407.46","19,259.99","19,420.00","19,108.30","1.52B","1.55%"
"2016年2月29日","19,111.93","19,366.17","19,377.72","19,053.78","1.31B","-1.30%"
"2016年2月26日","19,364.15","19,179.95","19,436.71","19,122.56","1.68B","2.52%"
"2016年2月25日","18,888.75","19,215.49","19,215.49","18,867.70","1.44B","-1.58%"
"2016年2月24日","19,192.45","19,282.34","19,360.80","19,060.16","1.34B","-1.15%"
"2016年2月23日","19,414.78","19,506.94","19,519.85","19,328.26","1.26B","-0.25%"
"2016年2月22日","19,464.09","19,374.24","19,524.97","19,374.24","1.24B","0.93%"
"2016年2月19日","19,285.50","19,238.43","19,342.03","19,210.65","1.31B","-0.40%"
"2016年2月18日","19,363.08","19,409.21","19,436.39","19,266.22","1.90B","2.32%"
"2016年2月17日","18,924.57","19,198.18","19,308.54","18,909.06","1.74B","-1.03%"
"2016年2月16日","19,122.08","19,013.74","19,260.67","18,974.60","1.93B","1.08%"
"2016年2月15日","18,918.14","18,668.87","18,937.06","18,668.87","1.78B","3.27%"
"2016年2月12日","18,319.58","18,278.80","18,482.33","18,278.80","2.08B","-1.22%"
"2016年2月11日","18,545.80","18,486.93","18,627.51","18,446.56","1.93B","-3.85%"
"2016年2月5日","19,288.17","19,287.36","19,397.88","19,230.00","1.30B","0.55%"
"2016年2月4日","19,183.09","19,190.36","19,338.37","19,166.18","1.61B","1.01%"
"2016年2月3日","18,991.59","18,910.88","19,032.71","18,764.82","2.19B","-2.34%"
"2016年2月2日","19,446.84","19,474.87","19,628.57","19,403.49","1.84B","-0.76%"
"2016年2月1日","19,595.50","19,770.96","19,770.96","19,444.26","1.65B","-0.45%"
"2016年1月29日","19,683.11","19,138.42","19,709.99","19,130.59","2.42B","2.54%"
"2016年1月28日","19,195.83","19,093.77","19,223.59","18,982.22","2.00B","0.75%"
"2016年1月27日","19,052.45","19,211.86","19,216.99","18,931.34","1.99B","1.02%"
"2016年1月26日","18,860.80","19,068.84","19,098.07","18,811.83","1.93B","-2.48%"
"2016年1月25日","19,340.14","19,341.41","19,490.27","19,291.91","1.83B","1.36%"
"2016年1月22日","19,080.51","19,000.79","19,152.80","18,769.61","2.46B","2.90%"
"2016年1月21日","18,542.15","19,079.13","19,238.27","18,534.30","2.69B","-1.82%"
"2016年1月20日","18,886.30","19,332.22","19,332.22","18,833.88","2.54B","-3.82%"
"2016年1月19日","19,635.81","19,283.57","19,647.75","19,204.22","1.88B","2.07%"
"2016年1月18日","19,237.45","19,287.38","19,439.49","19,195.56","2.10B","-1.45%"
"2016年1月15日","19,520.77","19,781.46","19,828.93","19,500.38","1.99B","-1.50%"
"2016年1月14日","19,817.41","19,578.92","19,893.88","19,509.08","1.84B","-0.59%"
"2016年1月13日","19,934.88","20,028.86","20,234.78","19,850.73","1.84B","1.13%"
"2016年1月12日","19,711.76","20,030.03","20,130.80","19,694.99","1.89B","-0.89%"
"2016年1月11日","19,888.50","19,997.42","20,068.78","19,865.18","2.19B","-2.76%"
"2016年1月8日","20,453.71","20,491.88","20,596.42","20,324.62","2.14B","0.59%"
"2016年1月7日","20,333.34","20,772.60","20,826.44","20,323.97","3.07B","-3.09%"
"2016年1月6日","20,980.81","21,142.63","21,199.62","20,947.30","1.70B","-0.98%"
"2016年1月5日","21,188.72","21,318.69","21,452.74","21,095.90","1.53B","-0.65%"
"2016年1月4日","21,327.12","21,782.62","21,794.84","21,227.61","1.77B","-2.68%"
"2015年12月31日","21,914.40","21,892.25","21,970.33","21,864.12","525.97M","0.15%"
"2015年12月30日","21,882.15","22,094.59","22,114.56","21,868.03","1.09B","-0.53%"
"2015年12月29日","21,999.62","21,923.27","22,024.28","21,881.71","790.49M","0.36%"
"2015年12月28日","21,919.62","22,151.73","22,151.73","21,880.51","901.16M","-0.99%"
"2015年12月24日","22,138.13","22,207.82","22,217.45","22,128.72","734.83M","0.44%"
"2015年12月23日","22,040.59","21,869.40","22,103.63","21,846.48","1.09B","0.96%"
"2015年12月22日","21,830.02","21,846.90","21,870.31","21,750.74","945.08M","0.18%"
"2015年12月21日","21,791.68","21,641.17","21,871.22","21,641.17","1.34B","0.17%"
"2015年12月18日","21,755.56","21,656.56","21,956.49","21,625.82","1.83B","-0.53%"
"2015年12月17日","21,872.06","21,841.09","22,005.19","21,763.76","1.65B","0.79%"
"2015年12月16日","21,701.21","21,557.73","21,772.79","21,557.73","1.70B","2.01%"
"2015年12月15日","21,274.37","21,215.54","21,442.21","21,215.54","1.62B","-0.17%"
"2015年12月14日","21,309.85","21,063.28","21,378.19","21,010.26","1.77B","-0.72%"
"2015年12月11日","21,464.05","21,719.17","21,731.39","21,440.70","1.44B","-1.11%"
"2015年12月10日","21,704.61","21,714.23","21,880.19","21,668.12","1.64B","-0.45%"
"2015年12月9日","21,803.76","21,773.77","21,872.33","21,755.69","1.41B","-0.46%"
"2015年12月8日","21,905.13","22,058.55","22,058.55","21,765.62","1.87B","-1.34%"
"2015年12月7日","22,203.22","22,336.32","22,352.25","22,200.55","1.33B","-0.15%"
"2015年12月4日","22,235.89","22,142.11","22,242.49","22,108.46","1.66B","-0.81%"
"2015年12月3日","22,417.01","22,327.04","22,485.25","22,327.04","1.31B","-0.28%"
"2015年12月2日","22,479.69","22,471.35","22,563.47","22,368.66","1.72B","0.44%"
"2015年12月1日","22,381.35","22,197.81","22,477.51","22,143.57","2.05B","1.75%"
"2015年11月30日","21,996.42","21,974.81","22,195.25","21,907.35","2.93B","-0.33%"
"2015年11月27日","22,068.32","22,555.42","22,555.42","22,051.01","2.11B","-1.87%"
"2015年11月26日","22,488.94","22,749.60","22,787.50","22,453.69","1.16B","-0.04%"
"2015年11月25日","22,498.00","22,533.53","22,617.21","22,436.01","1.56B","-0.40%"
"2015年11月24日","22,587.63","22,593.09","22,629.75","22,433.51","1.23B","-0.35%"
"2015年11月23日","22,665.90","22,760.05","22,802.71","22,619.68","1.11B","-0.39%"
"2015年11月20日","22,754.72","22,510.45","22,790.07","22,412.03","1.27B","1.13%"
"2015年11月19日","22,500.22","22,423.88","22,559.06","22,416.00","1.42B","1.41%"
"2015年11月18日","22,188.26","22,331.77","22,349.73","22,163.28","1.25B","-0.34%"
"2015年11月17日","22,264.25","22,315.18","22,497.33","22,243.96","1.68B","1.15%"
"2015年11月16日","22,010.82","21,958.28","22,127.38","21,958.28","1.87B","-1.72%"
"2015年11月13日","22,396.14","22,494.09","22,519.33","22,318.62","2.06B","-2.15%"
"2015年11月12日","22,888.92","22,477.60","22,980.97","22,454.96","1.90B","2.40%"
"2015年11月11日","22,352.17","22,394.15","22,479.46","22,324.41","1.46B","-0.22%"
"2015年11月10日","22,401.70","22,505.70","22,534.92","22,339.69","1.85B","-1.43%"
"2015年11月9日","22,726.77","22,753.51","22,970.83","22,689.26","1.59B","-0.61%"
"2015年11月6日","22,867.33","22,914.20","22,922.79","22,791.91","1.44B","-0.80%"
"2015年11月5日","23,051.04","23,045.10","23,180.27","22,960.62","1.55B","-0.01%"
"2015年11月4日","23,053.57","22,737.44","23,342.07","22,737.44","2.68B","2.15%"
"2015年11月3日","22,568.43","22,603.15","22,697.00","22,560.17","1.52B","0.89%"
"2015年11月2日","22,370.04","22,502.28","22,605.80","22,332.71","1.69B","-1.19%"
"2015年10月30日","22,640.04","22,785.86","22,847.16","22,612.56","1.58B","-0.79%"
"2015年10月29日","22,819.94","23,054.53","23,054.53","22,811.32","1.81B","-0.60%"
"2015年10月28日","22,956.57","23,070.70","23,120.25","22,923.66","1.42B","-0.80%"
"2015年10月27日","23,142.73","23,053.12","23,143.88","22,885.22","1.58B","0.11%"
"2015年10月26日","23,116.25","23,423.64","23,423.64","23,066.94","1.51B","-0.15%"
"2015年10月23日","23,151.94","23,220.38","23,220.38","23,088.03","1.54B","1.34%"
"2015年10月22日","22,845.37","22,795.58","22,869.59","22,727.59","1.42B","-0.63%"
"2015年10月20日","22,989.22","22,991.60","23,057.93","22,843.04","1.26B","-0.37%"
"2015年10月19日","23,075.61","23,085.61","23,100.66","22,913.60","1.30B","0.04%"
"2015年10月16日","23,067.37","23,133.59","23,178.14","22,953.56","1.98B","0.78%"
"2015年10月15日","22,888.17","22,667.42","22,940.25","22,567.65","1.98B","2.00%"
"2015年10月14日","22,439.91","22,398.82","22,576.50","22,356.56","1.39B","-0.71%"
"2015年10月13日","22,600.46","22,677.60","22,798.90","22,515.73","1.76B","-0.57%"
"2015年10月12日","22,730.93","22,614.33","22,779.50","22,562.26","1.93B","1.21%"
"2015年10月9日","22,458.80","22,615.94","22,807.86","22,440.88","2.48B","0.46%"
"2015年10月8日","22,354.91","22,588.69","22,588.69","22,201.11","1.99B","-0.71%"
"2015年10月7日","22,515.76","21,884.73","22,527.79","21,817.42","3.02B","3.13%"
"2015年10月6日","21,831.62","22,169.10","22,169.10","21,719.29","1.67B","-0.10%"
"2015年10月5日","21,854.50","21,930.97","21,980.84","21,739.90","1.51B","1.62%"
"2015年10月2日","21,506.09","21,172.94","21,530.80","21,130.11","2.23B","3.17%"
"2015年9月30日","20,846.30","20,795.93","20,939.39","20,683.11","2.20B","1.41%"
"2015年9月29日","20,556.60","20,579.22","20,579.22","20,368.12","2.62B","-2.97%"
"2015年9月25日","21,186.32","21,070.39","21,318.33","20,957.99","1.78B","0.43%"
"2015年9月24日","21,095.98","21,304.90","21,363.21","21,053.50","1.65B","-0.97%"
"2015年9月23日","21,302.91","21,529.47","21,577.45","21,008.61","2.38B","-2.26%"
"2015年9月22日","21,796.58","21,794.34","22,111.67","21,768.98","1.48B","0.18%"
"2015年9月21日","21,756.93","21,614.43","21,778.06","21,590.70","1.42B","-0.75%"
"2015年9月18日","21,920.83","21,807.25","22,052.11","21,807.25","2.12B","0.30%"
"2015年9月17日","21,854.63","22,172.68","22,203.36","21,718.71","2.18B","-0.51%"
"2015年9月16日","21,966.66","21,731.34","22,103.06","21,608.50","2.14B","2.38%"
"2015年9月15日","21,455.23","21,527.53","21,634.48","21,411.17","1.39B","-0.49%"
"2015年9月14日","21,561.90","21,678.88","21,762.15","21,441.71","1.52B","0.27%"
"2015年9月11日","21,504.37","21,710.13","21,909.82","21,472.16","2.44B","-0.27%"
"2015年9月10日","21,562.50","21,667.86","21,771.57","21,492.09","2.16B","-2.57%"
"2015年9月9日","22,131.31","21,632.69","22,228.59","21,529.81","3.04B","4.10%"
"2015年9月8日","21,259.04","20,636.83","21,431.99","20,524.88","2.34B","3.28%"
"2015年9月7日","20,583.52","20,683.31","21,056.39","20,579.93","1.71B","-1.23%"
"2015年9月4日","20,840.61","21,158.93","21,174.86","20,715.02","2.19B","-0.45%"
"2015年9月2日","20,934.94","21,101.42","21,288.53","20,771.77","2.59B","-1.18%"
"2015年9月1日","21,185.43","21,692.78","21,692.78","21,170.86","2.22B","-2.24%"
"2015年8月31日","21,670.58","21,793.02","21,793.02","21,399.62","2.77B","0.27%"
"2015年8月28日","21,612.39","22,424.40","22,424.40","21,585.33","3.10B","-1.04%"
"2015年8月27日","21,838.54","21,758.62","21,963.43","21,407.59","3.29B","3.60%"
"2015年8月26日","21,080.39","21,434.25","21,686.45","21,060.09","3.05B","-1.52%"
"2015年8月25日","21,404.96","21,119.53","21,871.40","20,865.26","3.70B","0.72%"
"2015年8月24日","21,251.57","21,605.97","21,679.45","21,136.48","3.69B","-5.17%"
"2015年8月21日","22,409.62","22,343.25","22,492.79","22,185.85","2.57B","-1.53%"
"2015年8月20日","22,757.47","22,973.87","23,033.97","22,610.53","2.41B","-1.77%"
"2015年8月19日","23,167.85","23,555.02","23,586.79","23,138.73","1.97B","-1.31%"
"2015年8月18日","23,474.97","23,956.86","24,024.37","23,464.35","1.50B","-1.43%"
"2015年8月17日","23,814.65","23,945.60","23,950.57","23,699.84","1.23B","-0.74%"
"2015年8月14日","23,991.03","24,055.02","24,126.30","23,957.36","1.24B","-0.12%"
"2015年8月13日","24,018.80","23,935.48","24,133.87","23,860.82","1.77B","0.43%"
"2015年8月12日","23,916.02","24,269.11","24,324.19","23,826.96","1.91B","-2.38%"
"2015年8月11日","24,498.21","24,694.78","24,924.07","24,420.71","1.66B","-0.09%"
"2015年8月10日","24,521.12","24,433.66","24,602.67","24,135.64","1.25B","-0.13%"
"2015年8月7日","24,552.47","24,327.56","24,641.93","24,327.56","1.14B","0.73%"
"2015年8月6日","24,375.28","24,527.74","24,527.74","24,320.75","1.01B","-0.57%"
"2015年8月5日","24,514.16","24,466.30","24,582.19","24,420.95","1.14B","0.44%"
"2015年8月4日","24,406.12","24,364.41","24,519.35","24,217.78","1.26B","-0.02%"
"2015年8月3日","24,411.42","24,533.14","24,533.14","24,232.60","1.51B","-0.91%"
"2015年7月31日","24,636.28","24,650.93","24,661.19","24,467.83","1.41B","0.56%"
"2015年7月30日","24,497.98","24,822.42","24,872.70","24,478.07","1.53B","-0.49%"
"2015年7月29日","24,619.45","24,630.44","24,718.64","24,444.47","1.39B","0.47%"
"2015年7月28日","24,503.94","24,269.90","24,947.35","24,140.62","2.20B","0.62%"
"2015年7月27日","24,351.96","24,906.78","24,908.58","24,282.21","2.39B","-3.09%"
"2015年7月24日","25,128.51","25,279.95","25,279.95","25,073.20","1.17B","-1.06%"
"2015年7月23日","25,398.85","25,308.55","25,500.99","25,250.36","1.17B","0.46%"
"2015年7月22日","25,282.62","25,401.79","25,401.79","25,177.60","1.34B","-0.99%"
"2015年7月21日","25,536.43","25,428.88","25,634.32","25,342.69","1.16B","0.52%"
"2015年7月20日","25,404.81","25,540.31","25,540.31","25,298.96","1.12B","-0.04%"
"2015年7月17日","25,415.27","25,246.64","25,517.45","25,183.86","1.32B","1.00%"
"2015年7月16日","25,162.78","24,976.08","25,170.35","24,841.14","1.43B","0.43%"
"2015年7月15日","25,055.76","25,219.45","25,219.45","24,862.65","1.65B","-0.26%"
"2015年7月14日","25,120.91","25,184.06","25,250.95","24,906.47","2.20B","-0.41%"
"2015年7月13日","25,224.01","24,709.58","25,275.76","24,596.44","2.19B","1.30%"
"2015年7月10日","24,901.28","24,567.92","25,015.17","24,567.92","3.33B","2.08%"
"2015年7月9日","24,392.79","23,435.50","24,695.75","23,332.90","4.40B","3.73%"
"2015年7月8日","23,516.56","24,411.30","24,411.30","22,836.82","5.61B","-5.84%"
"2015年7月7日","24,975.31","25,391.76","25,439.34","24,819.26","3.11B","-1.03%"
"2015年7月6日","25,236.28","26,083.99","26,261.53","24,750.31","3.62B","-3.18%"
"2015年7月3日","26,064.11","26,349.84","26,402.85","25,933.12","1.95B","-0.83%"
"2015年7月2日","26,282.32","26,459.43","26,459.43","26,135.62","2.25B","0.12%"
"2015年6月30日","26,250.03","25,944.03","26,470.44","25,885.66","2.56B","1.09%"
"2015年6月29日","25,966.98","26,560.13","26,631.51","25,617.78","3.12B","-2.61%"
"2015年6月26日","26,663.87","27,016.09","27,016.09","26,522.45","2.55B","-1.78%"
"2015年6月25日","27,145.75","27,329.17","27,350.49","27,120.72","1.97B","-0.95%"
"2015年6月24日","27,404.97","27,397.37","27,470.50","27,292.85","1.71B","0.26%"
"2015年6月23日","27,333.46","27,126.47","27,406.41","27,008.51","2.20B","0.93%"
"2015年6月22日","27,080.85","26,854.32","27,166.52","26,811.66","1.47B","1.20%"
"2015年6月19日","26,760.53","26,885.73","27,011.95","26,701.72","2.57B","0.25%"
"2015年6月18日","26,694.66","26,786.53","26,873.67","26,595.96","1.52B","-0.22%"
"2015年6月17日","26,753.79","26,671.20","26,880.79","26,555.96","1.88B","0.70%"
"2015年6月16日","26,566.70","26,807.67","26,892.88","26,553.04","1.82B","-1.10%"
"2015年6月15日","26,861.81","27,095.18","27,131.36","26,841.52","1.37B","-1.53%"
"2015年6月12日","27,280.54","27,082.60","27,356.51","26,987.52","1.79B","1.39%"
"2015年6月11日","26,907.85","26,938.15","26,991.51","26,839.43","1.72B","0.83%"
"2015年6月10日","26,687.64","27,052.79","27,116.92","26,573.96","2.04B","-1.12%"
"2015年6月9日","26,989.52","27,295.88","27,322.14","26,971.57","2.46B","-1.20%"
"2015年6月8日","27,316.28","27,147.24","27,428.59","27,060.24","2.47B","0.21%"
"2015年6月5日","27,260.16","27,538.06","27,646.72","27,211.36","2.30B","-1.06%"
"2015年6月4日","27,551.89","27,645.36","27,854.74","27,094.50","3.16B","-0.38%"
"2015年6月3日","27,657.47","27,716.34","27,767.23","27,508.84","1.79B","0.69%"
"2015年6月2日","27,466.72","27,473.45","27,602.88","27,348.13","1.55B","-0.47%"
"2015年6月1日","27,597.16","27,373.06","27,766.32","27,241.95","2.03B","0.63%"
"2015年5月29日","27,424.19","27,398.28","27,604.27","27,255.89","3.14B","-0.11%"
"2015年5月28日","27,454.31","28,162.25","28,162.25","27,242.11","3.16B","-2.23%"
"2015年5月27日","28,081.21","28,214.66","28,214.66","27,982.14","1.92B","-0.60%"
"2015年5月26日","28,249.86","28,462.32","28,524.60","28,237.49","2.75B","0.92%"
"2015年5月22日","27,992.83","27,723.67","28,041.32","27,696.97","1.96B","1.70%"
"2015年5月21日","27,523.72","27,507.32","27,611.72","27,393.31","1.26B","-0.22%"
"2015年5月20日","27,585.05","27,751.44","27,751.44","27,490.33","1.52B","-0.39%"
"2015年5月19日","27,693.54","27,597.07","27,765.55","27,500.76","1.61B","0.37%"
"2015年5月18日","27,591.25","27,792.44","27,792.44","27,435.57","1.42B","-0.83%"
"2015年5月15日","27,822.28","27,459.58","27,928.60","27,315.10","1.81B","1.96%"
